t_expected,t_start,t_arrived,margin
540,492,502,46
540,499,502,40
540,499,502,40
540,494,502,43
540,486,502,48
540,495,502,42
540,481,502,50
540,482,502,49
540,486,502,45
540,486,502,45
540,482,502,51
540,487,502,47
540,485,502,50
540,490,502,45
540,490,502,45
540,482,502,51
540,491,502,44
540,492,502,44
540,492,502,44
540,491,502,44
540,494,502,42
540,494,502,42
540,493,502,45
540,499,503,39
540,499,503,38
540,483,503,50
540,500,503,39
540,500,503,39
540,500,503,39
540,496,503,41
540,487,503,44
540,487,503,44
540,488,503,46
540,492,503,44
540,488,503,46
540,493,503,42
540,499,503,38
540,500,503,38
540,500,504,37
540,501,504,38
540,496,504,41
540,496,504,41
540,476,504,54
540,488,504,43
540,488,504,43
540,489,504,42
540,488,504,42
540,489,504,42
540,486,504,49
540,489,504,42
540,487,504,47
540,493,504,43
540,494,504,44
540,496,504,40
540,493,504,43
540,501,504,37
540,502,505,37
540,502,505,37
540,497,505,40
540,481,505,49
540,489,505,45
540,489,505,45
540,489,505,42
540,489,505,45
540,489,505,41
540,489,505,41
540,494,505,41
540,494,505,42
540,494,505,42
540,496,505,40
540,496,505,40
540,496,505,40
540,496,505,40
540,496,505,40
540,501,505,36
540,502,505,36
540,502,505,35
540,503,505,36
540,488,505,46
540,488,506,46
540,490,506,41
540,490,506,41
540,493,506,39
540,493,506,42
540,489,506,45
540,497,506,39
540,501,506,36
540,498,506,38
540,498,506,38
540,498,506,38
540,502,506,35
540,494,506,42
540,494,506,42
540,485,506,48
540,485,506,48
540,488,506,47
540,488,506,47
540,488,506,47
540,504,506,35
540,504,507,35
540,489,507,45
540,482,507,48
540,484,507,47
540,484,507,47
540,485,507,46
540,490,507,41
540,490,507,44
540,489,507,46
540,491,507,40
540,494,507,41
540,494,507,41
540,486,507,47
540,502,507,35
540,498,507,38
540,498,507,38
540,495,507,41
540,504,508,34
540,499,508,38
540,492,508,39
540,492,508,39
540,491,508,43
540,483,508,47
540,490,508,45
540,494,508,41
540,496,508,39
540,499,508,37
540,499,508,37
540,503,508,34
540,504,508,34
540,496,508,40
540,500,509,37
540,500,509,37
540,498,509,40
540,501,509,36
540,506,509,33
540,506,509,33
540,484,509,46
540,484,509,46
540,485,509,46
540,486,509,45
540,491,509,40
540,487,509,46
540,491,509,40
540,492,509,42
540,493,509,38
540,495,509,40
540,497,509,39
540,504,509,33
540,501,509,36
540,505,509,32
540,505,509,32
540,497,510,39
540,497,510,39
540,506,510,33
540,502,510,35
540,502,510,35
540,502,510,35
540,492,510,38
540,491,510,43
540,487,510,46
540,491,510,43
540,493,510,37
540,493,510,38
540,493,510,41
540,500,510,36
540,488,510,45
540,507,510,32
540,507,511,32
540,507,511,32
540,480,511,50
540,480,511,50
540,487,511,44
540,488,511,43
540,493,511,38
540,493,511,38
540,494,511,36
540,493,511,41
540,480,511,50
540,501,511,35
540,498,511,38
540,498,511,37
540,503,511,33
540,506,511,31
540,507,511,30
540,501,511,37
540,508,511,31
540,508,511,31
540,503,512,34
540,508,512,31
540,504,512,33
540,493,512,38
540,493,512,38
540,494,512,37
540,495,512,36
540,489,512,44
540,489,512,42
540,495,512,36
540,495,512,39
540,495,512,39
540,498,512,34
540,498,512,34
540,497,512,38
540,499,512,36
540,493,512,41
540,507,512,30
540,507,512,30
540,504,512,32
540,509,512,30
540,486,513,44
540,490,513,41
540,490,513,41
540,495,513,35
540,493,513,41
540,496,513,35
540,496,513,35
540,493,513,41
540,494,513,40
540,499,513,33
540,499,513,33
540,500,513,35
540,498,513,37
540,503,513,33
540,503,513,33
540,503,513,35
540,508,513,29
540,499,513,37
540,509,513,28
540,509,513,28
540,505,513,31
540,510,514,29
540,493,514,41
540,505,514,32
540,487,514,43
540,481,514,49
540,494,514,37
540,495,514,36
540,495,514,40
540,495,514,40
540,497,514,34
540,497,514,34
540,500,514,32
540,500,514,35
540,499,514,36
540,500,514,35
540,500,514,36
540,509,514,28
540,510,514,29
540,510,514,28
540,510,514,27
540,510,514,27
540,511,515,28
540,506,515,31
540,507,515,30
540,491,515,40
540,496,515,35
540,499,515,32
540,497,515,37
540,499,515,32
540,501,515,35
540,504,515,34
540,511,515,27
540,511,515,27
540,496,515,38
540,508,515,29
540,495,515,39
540,512,516,27
540,512,516,27
540,488,516,42
540,496,516,39
540,498,516,33
540,502,516,30
540,502,516,34
540,497,516,37
540,497,516,37
540,510,516,27
540,507,516,29
540,507,516,29
540,496,516,38
540,505,516,33
540,496,516,38
540,512,516,27
540,512,516,26
540,512,517,26
540,512,517,26
540,512,517,27
540,509,517,28
540,509,517,28
540,492,517,41
540,499,517,32
540,499,517,31
540,499,517,31
540,503,517,29
540,503,517,32
540,484,517,46
540,511,517,26
540,508,517,28
540,508,517,28
540,508,517,28
540,513,518,25
540,513,518,25
540,513,518,24
540,513,518,26
540,513,518,26
540,513,518,26
540,509,518,28
540,490,518,40
540,500,518,31
540,500,518,30
540,500,518,31
540,501,518,34
540,501,518,34
540,500,518,31
540,500,518,31
540,497,518,38
540,497,518,38
540,499,518,35
540,499,518,35
540,504,518,28
540,497,518,37
540,504,518,31
540,504,518,32
540,504,518,32
540,492,518,41
540,504,518,31
540,514,518,25
540,514,519,25
540,511,519,26
540,493,519,38
540,501,519,30
540,501,519,29
540,493,519,40
540,501,519,30
540,507,519,31
540,505,519,30
540,507,519,31
540,510,519,26
540,514,519,23
540,514,519,23
540,505,519,31
540,515,519,24
540,515,519,24
540,515,520,23
540,515,520,23
540,515,520,23
540,515,520,23
540,515,520,23
540,515,520,24
540,512,520,25
540,512,520,25
540,499,520,32
540,502,520,29
540,502,520,28
540,502,520,29
540,503,520,28
540,493,520,40
540,505,520,31
540,514,520,23
540,514,520,23
540,514,520,23
540,516,520,23
540,516,521,23
540,512,521,25
540,494,521,39
540,494,521,37
540,500,521,31
540,502,521,28
540,502,521,28
540,503,521,28
540,501,521,33
540,501,521,33
540,504,521,27
540,499,521,35
540,507,521,25
540,508,521,30
540,512,521,24
540,512,521,24
540,494,521,39
540,494,521,39
540,494,521,39
540,516,522,21
540,516,522,21
540,512,522,25
540,512,522,25
540,512,522,25
540,513,522,24
540,492,522,38
540,504,522,27
540,506,522,30
540,509,522,29
540,509,522,29
540,517,522,20
540,495,522,38
540,507,522,29
540,518,523,21
540,518,523,21
540,518,523,21
540,501,523,33
540,514,523,23
540,514,523,23
540,500,523,35
540,500,523,35
540,504,523,26
540,507,523,29
540,509,523,26
540,517,523,20
540,518,523,19
540,519,524,20
540,519,524,20
540,515,524,22
540,486,524,44
540,485,524,45
540,503,524,28
540,500,524,35
540,505,524,26
540,505,524,26
540,505,524,26
540,505,524,25
540,509,524,23
540,496,524,37
540,509,524,26
540,503,524,31
540,508,524,27
540,508,524,27
540,518,524,19
540,518,524,19
540,518,524,19
540,514,524,22
540,514,525,22
540,504,525,27
540,504,525,27
540,497,525,36
540,506,525,25
540,506,525,24
540,506,525,24
540,506,525,25
540,506,525,24
540,510,525,22
540,508,525,27
540,507,525,23
540,509,525,27
540,509,525,27
540,509,525,27
540,509,525,27
540,497,525,36
540,505,525,29
540,515,525,21
540,520,525,18
540,520,525,18
540,520,526,17
540,520,526,17
540,515,526,22
540,516,526,21
540,496,526,35
540,502,526,33
540,505,526,26
540,507,526,24
540,507,526,24
540,511,526,21
540,511,526,21
540,511,526,24
540,506,526,28
540,512,526,23
540,521,526,17
540,521,526,17
540,521,527,16
540,521,527,18
540,522,527,17
540,516,527,20
540,517,527,20
540,517,527,20
540,502,527,33
540,511,527,25
540,509,527,26
540,505,527,29
540,512,527,20
540,512,527,20
540,512,527,20
540,521,527,16
540,522,528,15
540,522,528,15
540,523,528,16
540,518,528,19
540,518,528,19
540,498,528,33
540,499,528,34
540,503,528,32
540,499,528,34
540,498,528,35
540,510,528,25
540,506,528,28
540,511,528,25
540,522,528,15
540,517,528,19
540,517,529,19
540,523,529,15
540,495,529,35
540,496,529,34
540,500,529,33
540,489,529,41
540,510,529,21
540,508,529,26
540,510,529,20
540,511,529,19
540,514,529,24
540,512,529,24
540,512,529,23
540,512,529,23
540,524,529,15
540,524,530,13
540,524,530,15
540,514,530,21
540,518,530,19
540,520,530,17
540,498,530,33
540,498,530,33
540,504,530,31
540,504,530,31
540,504,530,31
540,507,530,24
540,508,530,23
540,513,530,23
540,524,530,13
540,513,530,23
540,513,530,23
540,525,531,14
540,520,531,16
540,525,531,14
540,525,531,14
540,525,531,14
540,506,531,28
540,505,531,30
540,505,531,30
540,508,531,26
540,500,531,33
540,525,531,12
540,526,531,13
540,520,531,16
540,520,531,16
540,521,531,15
540,490,532,40
540,490,532,40
540,500,532,31
540,505,532,30
540,512,532,19
540,513,532,18
540,517,532,15
540,517,532,15
540,526,532,11
540,511,532,23
540,511,532,23
540,527,532,12
540,514,532,22
540,521,532,15
540,521,532,15
540,527,532,11
540,527,532,10
540,522,532,14
540,522,532,14
540,520,533,17
540,520,533,17
540,522,533,15
540,522,533,15
540,523,533,14
540,522,533,15
540,497,533,33
540,498,533,32
540,505,533,30
540,503,533,30
540,509,533,22
540,509,533,22
540,503,533,30
540,514,533,17
540,514,533,17
540,517,533,18
540,517,533,18
540,515,533,21
540,500,534,31
540,506,534,29
540,510,534,21
540,510,534,21
540,510,534,24
540,510,534,24
540,518,534,14
540,518,534,14
540,515,534,15
540,515,534,15
540,516,534,20
540,515,534,20
540,528,534,9
540,528,534,10
540,518,534,17
540,518,534,17
540,504,535,29
540,509,535,25
540,515,535,16
540,515,535,16
540,519,535,19
540,516,535,19
540,516,535,14
540,516,535,19
540,529,535,10
540,529,535,8
540,529,535,8
540,529,535,8
540,529,535,8
540,529,535,10
540,517,535,19
540,517,535,19
540,530,535,9
540,517,535,19
540,530,535,9
540,525,535,11
540,526,535,11
540,491,536,39
540,492,536,38
540,501,536,30
540,499,536,31
540,511,536,23
540,511,536,23
540,510,536,24
540,510,536,24
540,510,536,24
540,510,536,24
540,512,536,19
540,516,536,15
540,516,536,19
540,520,536,12
540,513,536,21
540,524,536,12
540,530,536,8
540,530,536,7
540,530,536,9
540,530,536,9
540,530,536,9
540,516,536,15
540,526,536,10
540,520,536,15
540,520,536,15
540,524,536,13
540,525,536,12
540,525,536,12
540,500,537,30
540,513,537,18
540,517,537,14
540,518,537,18
540,518,537,18
540,514,537,20
540,514,537,20
540,521,537,17
540,514,537,20
540,531,537,8
540,532,537,7
540,505,537,28
540,526,537,11
540,527,537,10
540,527,537,9
540,510,538,25
540,510,538,25
540,512,538,22
540,522,538,10
540,521,538,11
540,522,538,16
540,531,538,6
540,505,538,28
540,518,538,18
540,518,538,18
540,528,538,8
540,528,538,8
540,532,538,6
540,532,538,6
540,526,538,10
540,526,538,10
540,532,538,7
540,533,538,6
540,527,538,10
540,528,538,9
540,504,539,27
540,506,539,27
540,518,539,13
540,518,539,13
540,515,539,19
540,518,539,17
540,518,539,18
540,532,539,5
540,533,539,6
540,533,539,6
540,533,539,6
540,533,539,6
540,529,539,7
540,529,539,7
540,522,539,13
540,495,540,35
540,515,540,16
540,513,540,21
540,506,540,27
540,514,540,20
540,514,540,20
540,520,540,11
540,520,540,11
540,520,540,10
540,522,540,14
540,522,540,14
540,519,540,16
540,516,540,18
540,519,540,17
540,519,540,17
540,533,540,4
540,530,540,6
540,522,540,13
540,522,540,13
540,529,540,8
540,535,540,4
540,530,540,7
540,507,541,26
540,516,541,15
540,516,541,15
540,516,541,15
540,519,541,12
540,517,541,17
540,517,541,17
540,515,541,19
540,517,541,17
540,524,541,14
540,520,541,15
540,521,541,9
540,521,541,9
540,519,541,17
540,521,541,10
540,520,541,16
540,534,541,5
540,528,541,8
540,531,541,5
540,531,541,6
540,535,541,3
540,535,541,2
540,530,541,7
540,530,541,7
540,515,541,19
540,507,542,24
540,508,542,23
540,516,542,18
540,520,542,11
540,522,542,8
540,522,542,8
540,524,542,11
540,529,542,7
540,518,542,16
540,525,542,13
540,532,542,4
540,535,542,4
540,530,542,7
540,536,542,1
540,514,542,20
540,532,542,5
540,532,542,5
540,532,542,5
540,496,543,34
540,508,543,25
540,508,543,25
540,521,543,10
540,514,543,21
540,526,543,6
540,525,543,10
540,520,543,16
540,530,543,6
540,530,543,6
540,532,543,4
540,531,543,6
540,536,543,1
540,517,543,17
540,537,543,1
540,538,543,1
540,538,543,1
540,505,544,25
540,505,544,25
540,517,544,14
540,523,544,8
540,518,544,16
540,524,544,6
540,526,544,9
540,531,544,5
540,532,544,4
540,532,544,4
540,526,544,9
540,532,544,5
540,537,544,0
540,537,544,2
540,538,544,0
540,539,544,0
540,539,544,0
540,497,545,33
540,509,545,24
540,518,545,13
540,518,545,13
540,524,545,7
540,523,545,8
540,523,545,8
540,528,545,10
540,528,545,4
540,528,545,10
540,528,545,10
540,522,545,13
540,520,545,14
540,526,545,10
540,522,545,14
540,522,545,14
540,527,545,8
540,534,545,2
540,533,545,4
540,535,545,2
540,535,545,2
540,498,546,32
540,497,546,33
540,509,546,24
540,506,546,24
540,509,546,22
540,525,546,6
540,527,546,9
540,527,546,9
540,524,546,12
540,524,546,12
540,533,546,3
540,534,546,2
540,534,546,2
540,534,546,2
540,522,546,12
540,528,546,7
540,535,546,1
540,539,546,0
540,510,547,23
540,508,547,22
540,520,547,11
540,520,547,11
540,526,547,5
540,509,547,24
540,509,547,24
540,510,547,23
540,510,547,23
540,530,547,2
540,530,547,2
540,527,547,3
540,521,547,13
540,536,547,0
540,520,547,14
540,521,547,13
540,536,547,1
540,536,547,1
540,537,547,0
540,522,547,12
540,511,548,20
540,512,548,19
540,531,548,1
540,524,548,11
540,524,548,11
540,524,548,11
540,531,548,1
540,531,548,1
540,521,549,10
540,526,549,5
540,526,549,5
540,526,549,5
540,526,549,5
540,529,549,1
540,530,549,8
540,522,549,12
540,532,549,0
540,532,549,0
540,525,549,9
540,521,549,13
540,521,549,13
540,537,549,0
540,511,550,22
540,522,550,9
540,518,550,17
540,527,550,4
540,501,550,29
540,528,550,3
540,531,550,7
540,531,550,7
540,530,550,0
540,530,550,0
540,532,550,6
540,530,550,0
540,532,550,3
540,532,550,6
540,527,550,9
540,527,550,9
540,522,550,12
540,509,551,21
540,509,551,21
540,513,551,18
540,513,551,18
540,513,551,20
540,513,551,20
540,502,551,28
540,530,551,1
540,513,551,20
540,526,551,8
540,531,551,4
540,512,551,21
540,512,551,21
540,513,551,20
540,524,551,10
540,515,552,16
540,524,552,7
540,514,552,19
540,532,552,4
540,525,552,9
540,534,552,4
540,529,552,7
540,513,553,17
540,513,553,17
540,513,553,17
540,529,553,2
540,526,553,8
540,534,553,4
540,513,553,20
540,530,553,6
540,530,554,1
540,530,554,1
540,515,554,18
540,529,554,6
540,526,554,8
540,526,554,8
540,527,554,7
540,527,554,7
540,535,554,3
540,526,554,8
540,527,554,7
540,535,554,3
540,529,554,5
540,514,554,19
540,515,555,18
540,516,555,17
540,528,555,6
540,523,555,12
540,517,555,14
540,528,555,6
540,530,555,5
540,528,555,6
540,530,555,4
540,531,555,5
540,517,555,16
540,515,555,18
540,535,555,1
540,536,555,2
540,504,556,26
540,504,556,26
540,516,556,17
540,516,556,14
540,516,556,14
540,528,556,6
540,535,556,1
540,517,557,14
540,528,557,3
540,517,557,14
540,528,557,3
540,517,557,16
540,532,557,3
540,532,557,3
540,536,557,0
540,536,557,0
540,518,558,13
540,526,558,9
540,529,558,5
540,532,558,2
540,518,558,15
540,533,558,1
540,534,558,2
540,533,558,1
540,504,559,26
540,504,559,26
540,530,559,1
540,518,559,15
540,527,559,8
540,529,559,5
540,531,559,3
540,531,559,3
540,532,559,2
540,519,559,14
540,519,559,14
540,533,559,1
540,519,560,12
540,533,560,1
540,535,560,0
540,520,560,13
540,518,561,12
540,518,561,12
540,531,561,0
540,518,561,15
540,518,561,15
540,533,561,1
540,534,561,0
540,521,561,12
540,519,562,14
540,506,562,24
540,519,562,11
540,519,562,11
540,534,562,0
540,534,562,0
540,521,562,12
540,521,562,12
540,530,563,5
540,523,563,10
540,507,564,23
540,531,564,4
540,520,564,13
540,524,564,9
540,525,565,8
540,521,565,12
540,521,565,12
540,532,565,3
540,508,566,22
540,508,566,22
540,508,566,22
540,508,566,22
540,522,566,8
540,523,566,8
540,523,566,8
540,522,566,8
540,533,566,2
540,533,566,2
540,508,567,22
540,524,567,7
540,524,567,7
540,523,567,10
540,534,567,1
540,509,568,21
540,509,568,21
540,525,568,6
540,523,568,7
540,510,569,20
540,524,569,6
540,525,569,8
540,535,569,0
540,526,571,4
540,528,571,3
540,511,571,19
540,527,571,6
540,527,572,3
540,528,572,5
540,512,572,18
540,528,572,5
540,512,572,18
540,529,574,1
540,530,575,0
540,530,575,0
540,529,575,4
540,529,575,4
540,514,576,16
540,515,577,15
540,532,578,1
540,532,578,1
540,533,579,0
540,533,579,0
540,519,581,11
540,521,583,9
540,523,584,7
540,523,584,7
540,524,585,6
540,525,586,5
540,528,589,2
540,528,589,2
540,529,591,1
